Cost Center,Cust Loc,Brand,Location,ITEM_CODE,ITEM_DESC,order_type,INV_DATE,QTY_SHIPPED,SELL_PRICE,NET_SALE,Promo Cat,subcat_1,subcat_2
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8204TL ,JacketOrkin Men's Helsa Full Zip        ,POD,3/13/2020,1,$42.70,$42.70,Apparel,Outerwear,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8085KX ,JacketOrkin Men's Tulsa Weatherproof    ,POD,3/13/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8200TX ,JacketOrkin Men's Helsa Half Zip        ,POD,3/13/2020,1,$37.67,$37.67,Apparel,Outerwear,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8034KM ,VestOrkin Ladies Fleece                 ,POD,3/11/2020,1,$21.59,$21.59,Apparel,Fleece,Womens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK1084KM ,PoloOrkin Ladies Drytec Northgate       ,POD,3/11/2020,1,$36.00,$36.00,Apparel,Polo,Womens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8086KM ,JacketOrkin Ladies Tulsa Weatherproof   ,POD,3/11/2020,1,$58.48,$58.48,Apparel,Outerwear,Womens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8205TM ,JacketOrkin Ladies Helsa Full Zip       ,POD,3/11/2020,1,$42.70,$42.70,Apparel,Outerwear,Womens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7280   ,BagOrkin High Sierra Fallout Computer   ,Inventory,3/9/2020,3,$62.77,$188.31,Bags,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8033G2X,VestOrkin Men's Fleece                  ,POD,3/6/2020,1,$27.16,$27.16,Apparel,Fleece,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7247MXL,Rain JacketOrkin Port Authority Torrent ,POD,3/6/2020,1,$46.36,$46.36,Apparel,Outerwear,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8033KX ,VestOrkin Men's Fleece                  ,POD,2/29/2020,1,$21.59,$21.59,Apparel,Fleece,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK1081KX ,PoloOrkin Men's Oslo Pique              ,POD,2/29/2020,2,$20.70,$41.40,Apparel,Polo,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK1081KL ,PoloOrkin Men's Oslo Pique              ,POD,2/29/2020,1,$20.70,$20.70,Apparel,Polo,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8937KX ,WindshirtOrkin Adult Sport Tek V-Neck Bl,POD,2/29/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,2/28/2020,1,$6.56,$6.56,Apparel,Headwear,All
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK4055   ,Orkin HandSani (Pack of 10)             ,Inventory,2/28/2020,10,$20.25,$20.25,Tradeshow,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,2/28/2020,1,$6.56,$6.56,Apparel,Headwear,All
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,2/28/2020,1,$6.56,$6.56,Apparel,Headwear,All
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7100R  ,TumblerOrkin Basecamp Tundra 20oz       ,Inventory,2/28/2020,10,$16.34,$163.40,Drinkware,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7100K  ,TumblerOrkin Basecamp Tundra 20oz       ,Inventory,2/28/2020,10,$16.34,$163.40,Drinkware,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7009   ,CapOrkin                                ,Inventory,2/28/2020,1,$8.00,$8.00,Apparel,Headwear,All
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6085   ,PinOrkin Breast Cancer Awareness        ,Inventory,2/28/2020,5,$1.33,$6.65,Pins / Medals,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6082   ,PinOrkin Lapel (Pack of 5)              ,Inventory,2/28/2020,5,$7.66,$7.66,Pins / Medals,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7299   ,BlanketOrkin Buffalo Plaid Ultra Plush T,Inventory,2/27/2020,1,$32.17,$32.17,Blankets / Towels,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7298   ,FlashlightOrkin High Sierra Carabiner Ho,Inventory,2/25/2020,1,$8.75,$8.75,Flashlights,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8034KL ,Orkin Ladies Fleece Vest                ,POD,2/13/2020,1,$21.59,$21.59,Apparel,Fleece,Womens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6020   ,CoolerOrkin Under Cover Lunch Sack      ,Inventory,2/5/2020,1,$3.36,$3.36,Coolers,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6145   ,USBOrkin Rotate Flash Drive 8GB         ,Inventory,2/5/2020,4,$11.96,$47.84,Tech,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6138   ,Orkin Fidget Spinner                    ,Inventory,2/5/2020,3,$2.05,$6.15,tradeshow,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6138   ,Orkin Fidget Spinner                    ,Inventory,2/5/2020,37,$2.05,$75.85,tradeshow,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7014   ,Bella Purse Hook                        ,Inventory,2/5/2020,4,$3.50,$14.00,Office,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK8085K2X,Men's Tulsa Weatherproof Jacket         ,POD,1/31/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6084   ,Orkin Dog Stress Reliever               ,Inventory,1/20/2020,10,$25.65,$25.65,tradeshow,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6137   ,12 Can Cooler                           ,Inventory,1/6/2020,10,$17.50,$175.00,Coolers,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7100R  ,Basecamp 20oz Tundra Tumbler            ,Inventory,1/6/2020,8,$16.34,$130.72,Drinkware,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK7111R  ,Swiss Force Meister Multi Tool          ,Inventory,1/6/2020,10,$15.66,$156.60,Tools,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6133   ,"58"" Vented Golf Umbrella                ",Inventory,1/6/2020,1,$18.47,$18.47,Golf,,
664                 ,00005985 0664,Orkin,664 LIVERMORE COMMERCIAL           ,ORK6123   ,Smart Phone Wallet                      ,Inventory,1/6/2020,40,$1.75,$70.00,Tech,,
736                 ,00005985 0736,Orkin,736 SSG NORTHERN CA                ,ORK8208   ,HatOrkin Carhartt Rugged Professional Se,POD,10/24/2020,4,$19.20,$76.80,Apparel,Headwear,All
736                 ,00005985 0736,Orkin,736 SSG NORTHERN CA                ,ORK7274R  ,BagOrkin Eddie Bauer Ripstop Backpack   ,POD,4/17/2020,1,$52.20,$52.20,Bags,,
736                 ,00005985 0736,Orkin,736 SSG NORTHERN CA                ,ORK7225K2X,"POLO, OGIO CALIBER 2.0 L/S-BLACKTOP 2X  ",POD,4/16/2020,1,$39.05,$39.05,Apparel,Polo,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ROL8021   ,"PinRollins 1.5"" Die Struck US Veteran La",Inventory,4/10/2020,5,$10.25,$10.25,Pins / Medals,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085KM ,JacketOrkin Men's Tulsa Weatherproof    ,POD,3/28/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085K2X,JacketOrkin Men's Tulsa Weatherproof    ,POD,3/28/2020,3,$58.48,$175.44,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033K2X,VestOrkin Men's Fleece                  ,POD,3/28/2020,1,$27.16,$27.16,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033K3X,VestOrkin Men's Fleece                  ,POD,3/28/2020,2,$30.10,$60.20,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033KL ,VestOrkin Men's Fleece                  ,POD,3/28/2020,2,$25.67,$51.34,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085K4X,JacketOrkin Men's Tulsa Weatherproof    ,POD,3/28/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033KX ,VestOrkin Men's Fleece                  ,POD,3/28/2020,2,$25.67,$51.34,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085KX ,JacketOrkin Men's Tulsa Weatherproof    ,POD,3/28/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7299   ,BlanketOrkin Buffalo Plaid Ultra Plush T,Inventory,3/16/2020,3,$32.17,$96.51,Blankets / Towels,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7317   ,UmbrellaOrkin Color Flip Inverted Foldin,Inventory,3/16/2020,5,$18.36,$91.80,Umbrella,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6123   ,Orkin Smart Phone Wallet                ,Inventory,3/16/2020,5,$1.75,$8.75,Tech,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6129   ,ToolOrkin 16-in-1 Flashlight Laser Multi,Inventory,3/16/2020,5,$14.96,$74.80,Tools,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6133   ,"UmbrellaOrkin 58"" Vented Golf           ",Inventory,3/16/2020,5,$17.40,$87.00,Golf,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6124   ,Orkin Tool Pen Kit                      ,Inventory,3/16/2020,5,$1.85,$9.25,Tools,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ROL8021   ,"PinRollins 1.5"" Die Struck US Veteran La",Inventory,3/16/2020,10,$10.25,$20.50,Pins / Medals,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK1083RM ,PoloOrkin Mens CB Dry Tec Northgate     ,POD,2/12/2020,1,$36.00,$36.00,Apparel,Polo,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK1081KM ,PoloOrkin Mens Oslo Pique               ,POD,2/12/2020,1,$20.70,$20.70,Apparel,Polo,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6128R  ,FlashlightOrkin Telescopic Aluminum w/ M,Inventory,2/12/2020,2,$6.99,$13.98,Flashlights,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033KM ,VestOrkin Mens Fleece                   ,POD,2/12/2020,1,$21.59,$21.59,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033KX ,VestOrkin Mens Fleece                   ,POD,2/12/2020,1,$21.59,$21.59,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085K3X,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/12/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085KL ,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/12/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033K2X,VestOrkin Mens Fleece                   ,POD,2/12/2020,1,$25.19,$25.19,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033K3X,VestOrkin Mens Fleece                   ,POD,2/12/2020,1,$25.19,$25.19,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8033KL ,VestOrkin Mens Fleece                   ,POD,2/12/2020,1,$21.59,$21.59,Apparel,Fleece,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085K2X,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/12/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085KX ,JacketOrkin Men's Tulsa Weatherproof    ,POD,2/12/2020,2,$58.48,$116.96,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8205TM ,JacketOrkin Ladies Helsa Full Zip       ,POD,2/12/2020,1,$42.70,$42.70,Apparel,Outerwear,Womens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,2/4/2020,5,$20.96,$104.80,Apparel,Tie,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,2/4/2020,15,$20.96,$314.40,Apparel,Tie,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6003   ,LanyardOrkin Pk of 5                    ,Inventory,2/4/2020,5,$12.15,$12.15,tradeshow,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6126   ,Gloss Stylus Pen                        ,Inventory,2/4/2020,50,$0.48,$24.00,Office,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7104   ,Lip BalmOrkin SPF 15                    ,Inventory,2/4/2020,25,$0.75,$18.75,tradeshow,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6128S  ,FlashlightOrkin Telescopic Aluminum w/ M,Inventory,2/4/2020,1,$6.99,$6.99,Flashlights,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6128S  ,FlashlightOrkin Telescopic Aluminum w/ M,Inventory,2/4/2020,1,$6.99,$6.99,Flashlights,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6137   ,CoolerOrkin 12 Can                      ,Inventory,2/4/2020,1,$17.50,$17.50,Coolers,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6017   ,"Orkin Boundry 20"" Duffel                ",Inventory,2/4/2020,2,$20.21,$40.42,Bags,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,2/4/2020,15,$10.20,$153.00,Apparel,Headwear,All
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK2012L  ,TieOrkin Black Diamond Logo             ,Inventory,2/4/2020,5,$21.86,$109.30,Apparel,Tie,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK2013   ,TieOrkin Ant Line                       ,Inventory,2/4/2020,20,$21.41,$428.20,Apparel,Tie,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6128B  ,FlashlightOrkin Telescopic Aluminum w/ M,Inventory,2/4/2020,2,$6.99,$13.98,Flashlights,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK6139   ,Portable Phone Fan for iPhone/Android   ,Inventory,2/4/2020,5,$3.45,$17.25,Tech,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7013   ,BraceletSlap Wrist Orkin                ,Inventory,2/4/2020,10,$1.22,$12.20,Office,,
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8204TM ,Men's Helsa Full Zip Jacket             ,POD,1/31/2020,1,$42.70,$42.70,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK8085KM ,Men's Tulsa Weatherproof Jacket         ,POD,1/31/2020,1,$58.48,$58.48,Apparel,Outerwear,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK1083KL ,Mens CB Dry Tec Northgate Polo          ,POD,1/31/2020,1,$36.00,$36.00,Apparel,Polo,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK1083RM ,Mens CB Dry Tec Northgate Polo          ,POD,1/31/2020,1,$36.00,$36.00,Apparel,Polo,Mens
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7009   ,Orkin Stretch Fit Structured Low Profile,Inventory,1/23/2020,2,$8.00,$16.00,Apparel,Headwear,All
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,ORK7012   ,Orkin Fight the Bite Trucker Hat        ,Inventory,1/23/2020,5,$10.20,$51.00,Apparel,Headwear,All
782                 ,00005985 0782,Orkin,OBSOLETE 782 ECOSHIELD SAN JOSE    ,MS1040    ,OrganizerSafety First Car Seat          ,Inventory,1/22/2020,1,$8.20,$8.20,Vehicle,,
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK40602X3,MatOrkin Olefin Door Mat Horizontal     ,POD,12/17/2020,1,$51.18,$51.18,Office,,
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK40613X4,MatOrkin Olefin Door Mat Vertical       ,POD,12/17/2020,1,$71.48,$71.48,Office,,
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK40604X6,MatOrkin Olefin Door Mat Horizontal     ,POD,12/17/2020,1,$109.26,$109.26,Office,,
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7233GXL,FleeceOrkin Sport-Tek Sport-Wick Fleece ,POD,9/30/2020,1,$34.53,$34.53,Apparel,Fleece,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7247ML ,Rain JacketOrkin Port Authority Torrent ,POD,9/30/2020,1,$46.36,$46.36,Apparel,Outerwear,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK1081WX ,PoloOrkin Men's Oslo Pique              ,POD,9/30/2020,1,$22.23,$22.23,Apparel,Polo,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK1081KX ,PoloOrkin Men's Oslo Pique              ,POD,9/30/2020,1,$22.23,$22.23,Apparel,Polo,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7204RL ,"POLO, PA DRY ZONE UV-RICH RED L         ",POD,7/30/2020,1,$18.28,$18.28,Apparel,Polo,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7009   ,HatOrkin                                ,Inventory,6/9/2020,4,$8.00,$32.00,Apparel,Headwear,All
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7012   ,HatOrkin Fight the Bite Trucker         ,Inventory,6/9/2020,4,$10.20,$40.80,Apparel,Headwear,All
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7204KL ,"POLO, PA DRY ZONE UV-BLACK L            ",POD,6/5/2020,1,$18.28,$18.28,Apparel,Polo,Mens
798                 ,00005985 0798,Orkin,798 WICHITA                        ,ORK7251GL ,Rain JacketOrkin Port Authority Collecti,POD,4/17/2020,1,$59.66,$59.66,Apparel,Outerwear,Mens
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK7013   ,BraceletOrkin Measuring Slap Wrist      ,Inventory,8/31/2020,16,$1.22,$19.52,Office,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK7327   ,BagOrkin Insulated Grocery Tote         ,Inventory,7/28/2020,3,$6.33,$18.99,Bags,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,7/28/2020,2,$6.56,$13.12,Apparel,Headwear,All
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK7009   ,HatOrkin                                ,Inventory,7/28/2020,1,$8.00,$8.00,Apparel,Headwear,All
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK6127   ,TumblerOrkin 16oz Hydro Cup with Lid    ,Inventory,5/8/2020,4,$5.95,$23.80,Drinkware,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK7302   ,CableOrkin Dazzle 3-in-1 Light Up Chargi,Inventory,4/15/2020,1,$6.26,$6.26,Tech,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK6144   ,USBOrkin Front Load Two Port USB Car Cha,Inventory,4/15/2020,1,$4.45,$4.45,Tech,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,4/15/2020,2,$6.56,$13.12,Apparel,Headwear,All
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK6127   ,TumblerOrkin 16 oz Hydro Cup with Lid   ,Inventory,4/15/2020,2,$5.95,$11.90,Drinkware,,
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK7009   ,CapOrkin                                ,Inventory,3/13/2020,2,$8.00,$16.00,Apparel,Headwear,All
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK8049A  ,HatOrkin Six Panel                      ,Inventory,3/13/2020,4,$6.56,$26.24,Apparel,Headwear,All
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK8937KX ,WindshirtOrkin Adult Sport Tek V Neck Bl,POD,1/31/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK8937KL ,WindshirtOrkin Adult Sport Tek V Neck Bl,POD,1/31/2020,1,$30.00,$30.00,Apparel,Pullover,Mens
592                 ,00005985 0592,Orkin,592 MARION                         ,ORK6129   ,16 in 1 Flashlight Laser Multi Tool     ,Inventory,1/21/2020,2,$14.35,$28.70,Tools,,
449                 ,00005985 0449,Orkin,449 VIRGINIA REGION                ,ORK2013L  ,TieOrkin Ant Line (Long)                ,Inventory,8/17/2020,5,$21.86,$109.30,Apparel,Tie,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK7255GL ,Rain JacketOrkin The North Face DryVent ,POD,12/20/2020,1,$105.96,$105.96,Apparel,Outerwear,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK7255GXL,Rain JacketOrkin The North Face DryVent ,POD,12/20/2020,1,$105.96,$105.96,Apparel,Outerwear,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK2013   ,TieOrkin Ant Line                       ,Inventory,3/10/2020,2,$21.41,$42.82,Apparel,Tie,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,PLQCUS9BS ,Custom Plaque - Medium - Black Stone    ,POD,2/26/2020,1,$34.00,$34.00,Awards,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK1084K2X,PoloOrkin Ladies Drytec Northgate       ,POD,2/26/2020,1,$36.00,$36.00,Apparel,Polo,Womens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK8204TL ,JacketOrkin Men's Helsa Full Zip        ,POD,2/26/2020,1,$42.70,$42.70,Apparel,Outerwear,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6129   ,ToolOrkin 16-in-1 Flashlight Laser Multi,Inventory,2/18/2020,1,$14.96,$14.96,Tools,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK8066   ,EarbudsOrkin Bluetooth Wireless         ,Inventory,2/12/2020,1,$10.21,$10.21,Tech,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK8067   ,DuffelOrkin Trooper                     ,Inventory,2/12/2020,1,$13.00,$13.00,Bags,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6133   ,"UmbrellaOrkin 58"" Vented Golf           ",Inventory,2/12/2020,1,$17.40,$17.40,Golf,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK8031   ,KitOrkin Shoe Care                      ,Inventory,2/12/2020,2,$6.39,$12.78,Office,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6123   ,Orkin Smart Phone Wallet                ,Inventory,2/12/2020,2,$1.75,$3.50,Tech,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6124   ,Orkin Tool Pen Kit                      ,Inventory,2/12/2020,10,$1.85,$18.50,Tools,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6128B  ,FlashlightOrkin Telescopic Aluminum with,Inventory,2/12/2020,4,$6.99,$27.96,Flashlights,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK2012R  ,TieOrkin Black Diamond Logo             ,Inventory,2/12/2020,2,$20.96,$41.92,Apparel,Tie,Mens
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK4007   ,WatchOrkin Swiss                        ,Inventory,2/12/2020,1,$97.73,$97.73,Watches,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6120   ,PenOrkin Touch Free Stylus with LED     ,Inventory,2/12/2020,4,$2.36,$9.44,Office,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6100   ,BagOrkin Slanted Non-Woven Drawstring   ,Inventory,2/12/2020,2,$4.29,$8.58,Bags,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK7100K  ,TumblerOrkin Basecamp Tundra 20oz       ,Inventory,2/12/2020,2,$16.34,$32.68,Drinkware,,
454                 ,00005985 0454,Orkin,454 RICHMOND                       ,ORK6122   ,TowelOrkin Golf                         ,Inventory,2/12/2020,2,$2.45,$4.90,Golf,,
